trade_id,timestamp,exchange,symbol,side,quantity,price_usd,fee_usd
H-00589,2024-06-03T12:39:11Z,Coinbase,BTC,SELL,0.00693373,60637.69,0.42
H-00590,2024-06-03T19:23:11Z,Coinbase,SOL,BUY,14.0901,140.900,1.99
H-00591,2024-06-04T17:33:19Z,Binance,CKB,SELL,166905.85,0.00389994,0.65
H-00592,2024-06-04T18:54:59Z,Binance,ETH,SELL,0.469294,2195.24,1.03
H-00593,2024-06-05T15:47:40Z,Coinbase,CKB,SELL,81340.43,0.00436746,0.36
H-00594,2024-06-05T19:36:25Z,Binance,SOL,BUY,16.2078,116.200,1.88
H-00595,2024-06-06T02:25:43Z,Coinbase,ETH,SELL,0.437620,2461.69,1.08
H-00596,2024-06-06T03:42:04Z,Binance,CKB,SELL,287036.30,0.00495656,1.42
H-00597,2024-06-06T06:09:30Z,Coinbase,DOGE,BUY,10803.51,0.151151,1.63
H-00598,2024-06-06T14:23:05Z,Coinbase,DOGE,BUY,9175.38,0.153061,1.40
H-00599,2024-06-06T16:54:56Z,Binance,DOGE,SELL,5700.91,0.134889,0.77
H-00600,2024-06-06T19:04:29Z,Coinbase,BTC,SELL,0.00835478,68170.19,0.57
H-00601,2024-06-07T07:11:55Z,Binance,CKB,BUY,477640.99,0.00408213,1.95
H-00602,2024-06-07T14:32:02Z,Coinbase,BTC,BUY,0.00862999,68730.30,0.59
H-00603,2024-06-08T10:25:26Z,Coinbase,CKB,BUY,455044.93,0.00402181,1.83
H-00604,2024-06-08T13:28:06Z,Coinbase,ETH,SELL,0.192664,2273.92,0.44
H-00605,2024-06-11T16:38:06Z,Binance,SOL,SELL,11.2816,132.862,1.50
H-00606,2024-06-13T04:30:17Z,Coinbase,SOL,BUY,10.8457,112.492,1.22
H-00607,2024-06-13T09:00:05Z,Binance,ETH,BUY,0.218099,2327.16,0.51
H-00608,2024-06-13T14:57:22Z,Binance,ETH,SELL,0.038787,2808.68,0.11
H-00609,2024-06-14T20:19:26Z,Coinbase,ETH,BUY,0.313809,2104.44,0.66
H-00610,2024-06-15T16:56:18Z,Binance,SOL,SELL,48.1441,126.302,6.08
H-00611,2024-06-16T17:06:00Z,Binance,SOL,BUY,2.2961,138.388,0.32
H-00612,2024-06-17T02:51:43Z,Coinbase,SOL,SELL,8.4767,140.039,1.19
H-00613,2024-06-17T20:43:03Z,Binance,ETH,BUY,0.086440,2646.32,0.23
H-00614,2024-06-18T14:05:28Z,Binance,DOGE,SELL,14970.82,0.156026,2.34
H-00615,2024-06-19T16:55:07Z,Coinbase,BTC,SELL,0.00573791,73584.84,0.42
H-00616,2024-06-20T10:15:56Z,Binance,BTC,SELL,0.00452874,76083.87,0.34
H-00617,2024-06-20T19:41:08Z,Coinbase,SOL,SELL,11.4368,131.588,1.50
H-00618,2024-06-21T10:30:17Z,Coinbase,DOGE,SELL,5041.58,0.133609,0.67
H-00619,2024-06-21T13:19:43Z,Binance,BTC,BUY,0.02792979,59604.85,1.66
H-00620,2024-06-21T17:32:17Z,Coinbase,ETH,BUY,0.362017,2470.43,0.89
H-00621,2024-06-22T08:10:57Z,Binance,CKB,SELL,256108.59,0.00471544,1.21
H-00622,2024-06-23T13:09:54Z,Coinbase,CKB,BUY,312373.05,0.00468577,1.46
H-00623,2024-06-26T10:56:00Z,Binance,ETH,SELL,0.585116,2540.62,1.49
H-00624,2024-06-27T09:23:15Z,Coinbase,BTC,BUY,0.01730194,69706.24,1.21
H-00625,2024-06-27T19:38:36Z,Coinbase,CKB,SELL,130440.85,0.00376680,0.49
H-00626,2024-06-29T10:28:42Z,Coinbase,DOGE,BUY,13324.75,0.138416,1.84
H-00627,2024-06-29T17:32:36Z,Coinbase,ETH,BUY,0.524205,2516.65,1.32
H-00628,2024-06-29T22:28:40Z,Binance,SOL,SELL,2.1755,125.954,0.27
H-00629,2024-07-01T01:53:51Z,Binance,ETH,BUY,0.224605,2782.16,0.62
H-00630,2024-07-02T10:30:54Z,Coinbase,BTC,BUY,0.02984604,70873.86,2.12
H-00631,2024-07-02T11:40:14Z,Coinbase,BTC,SELL,0.01794715,66616.21,1.20
H-00632,2024-07-02T15:00:01Z,Coinbase,BTC,SELL,0.03809431,68742.78,2.62
H-00633,2024-07-03T06:49:29Z,Coinbase,BTC,SELL,0.03177590,76194.79,2.42
H-00634,2024-07-03T14:55:19Z,Binance,BTC,BUY,0.03057362,78740.39,2.41
H-00635,2024-07-04T04:52:07Z,Binance,BTC,SELL,0.00686016,74208.06,0.51
H-00636,2024-07-04T22:04:10Z,Coinbase,DOGE,SELL,5486.02,0.162259,0.89
H-00637,2024-07-05T22:07:41Z,Binance,CKB,SELL,285506.84,0.00497760,1.42
H-00638,2024-07-07T14:49:41Z,Coinbase,DOGE,SELL,8446.53,0.173994,1.47
H-00639,2024-07-07T18:58:07Z,Coinbase,SOL,BUY,12.8986,127.000,1.64
H-00640,2024-07-07T21:05:11Z,Coinbase,DOGE,SELL,2707.10,0.139622,0.38
H-00641,2024-07-08T17:16:43Z,Coinbase,CKB,BUY,245826.98,0.00440620,1.08
H-00642,2024-07-09T01:38:55Z,Binance,DOGE,BUY,3607.57,0.129575,0.47
H-00643,2024-07-09T04:54:16Z,Coinbase,SOL,SELL,16.3333,149.584,2.44
H-00644,2024-07-10T00:42:06Z,Binance,DOGE,BUY,9795.43,0.152221,1.49
H-00645,2024-07-10T12:49:32Z,Coinbase,BTC,SELL,0.00533383,69100.41,0.37
H-00646,2024-07-11T12:13:28Z,Binance,SOL,BUY,9.4853,114.865,1.09
H-00647,2024-07-12T11:49:02Z,Binance,SOL,BUY,3.9033,142.524,0.56
H-00648,2024-07-12T13:35:37Z,Coinbase,DOGE,BUY,1499.88,0.158562,0.24
H-00649,2024-07-13T07:54:44Z,Binance,BTC,SELL,0.00582914,76009.41,0.44
H-00650,2024-07-13T10:27:58Z,Coinbase,ETH,BUY,0.789222,2719.48,2.15
H-00651,2024-07-13T13:21:09Z,Binance,BTC,BUY,0.00373766,66024.75,0.25
H-00652,2024-07-13T22:39:23Z,Coinbase,SOL,SELL,7.5967,131.286,1.00
H-00653,2024-07-15T23:48:32Z,Coinbase,DOGE,BUY,2318.42,0.156009,0.36
H-00654,2024-07-16T01:16:45Z,Binance,ETH,BUY,0.152364,2257.63,0.34
H-00655,2024-07-16T09:20:28Z,Binance,DOGE,BUY,2364.33,0.148006,0.35
H-00656,2024-07-16T19:32:02Z,Binance,ETH,SELL,0.837798,2524.93,2.12
H-00657,2024-07-18T02:20:24Z,Coinbase,ETH,SELL,0.197439,2215.80,0.44
H-00658,2024-07-18T09:24:02Z,Binance,CKB,SELL,495820.23,0.00433519,2.15
H-00659,2024-07-19T16:11:17Z,Binance,SOL,BUY,18.1455,136.501,2.48
H-00660,2024-07-20T07:44:01Z,Binance,CKB,SELL,252279.30,0.00390803,0.99
H-00661,2024-07-21T16:57:27Z,Binance,BTC,BUY,0.00952012,75751.48,0.72
H-00662,2024-07-21T20:35:58Z,Binance,SOL,SELL,4.0290,112.891,0.45
H-00663,2024-07-22T20:42:15Z,Coinbase,DOGE,BUY,10223.10,0.140280,1.43
H-00664,2024-07-23T21:51:09Z,Binance,DOGE,BUY,2934.56,0.164306,0.48
H-00665,2024-07-24T10:58:04Z,Coinbase,CKB,SELL,66442.04,0.00465671,0.31
H-00666,2024-07-26T05:16:35Z,Coinbase,BTC,SELL,0.01113603,70224.93,0.78
H-00667,2024-07-26T17:36:17Z,Binance,BTC,BUY,0.03601698,60760.64,2.19
H-00668,2024-07-27T04:22:17Z,Coinbase,CKB,BUY,398039.04,0.00456681,1.82
H-00669,2024-07-28T05:37:32Z,Coinbase,DOGE,BUY,3774.93,0.155786,0.59
H-00670,2024-07-28T14:36:32Z,Coinbase,DOGE,SELL,10549.47,0.174125,1.84
H-00671,2024-07-31T04:02:05Z,Coinbase,ETH,SELL,0.697332,2201.91,1.54
H-00672,2024-07-31T06:44:16Z,Binance,BTC,BUY,0.02993211,73997.17,2.21
H-00673,2024-07-31T15:37:24Z,Coinbase,DOGE,SELL,4889.19,0.175676,0.86
H-00674,2024-08-01T01:37:24Z,Binance,DOGE,BUY,9015.61,0.176278,1.59
H-00675,2024-08-01T14:02:58Z,Coinbase,CKB,BUY,120563.90,0.00422150,0.51
H-00676,2024-08-01T20:02:30Z,Binance,CKB,SELL,363391.73,0.00463717,1.69
H-00677,2024-08-03T00:56:31Z,Coinbase,SOL,BUY,16.0137,141.242,2.26
H-00678,2024-08-03T04:28:48Z,Binance,ETH,SELL,0.468781,2701.98,1.27
H-00679,2024-08-04T03:56:24Z,Binance,ETH,BUY,0.907931,2441.98,2.22
H-00680,2024-08-04T11:07:21Z,Coinbase,SOL,BUY,7.5307,149.123,1.12
H-00681,2024-08-04T21:59:00Z,Coinbase,SOL,SELL,55.6905,119.931,6.68
H-00682,2024-08-05T21:43:30Z,Coinbase,DOGE,SELL,9261.35,0.158701,1.47
H-00683,2024-08-07T06:28:23Z,Coinbase,ETH,BUY,0.605988,2592.58,1.57
H-00684,2024-08-09T15:38:11Z,Binance,ETH,SELL,0.175788,2870.76,0.50
H-00685,2024-08-11T17:55:09Z,Binance,SOL,BUY,4.3999,152.960,0.67
H-00686,2024-08-12T20:43:44Z,Coinbase,ETH,BUY,1.028030,2265.20,2.33
H-00687,2024-08-13T09:11:56Z,Binance,SOL,BUY,14.9241,149.813,2.24
H-00688,2024-08-13T14:19:19Z,Binance,DOGE,SELL,11242.98,0.167739,1.89
H-00689,2024-08-13T16:23:08Z,Binance,DOGE,BUY,8846.67,0.138325,1.22
H-00690,2024-08-13T17:01:10Z,Binance,DOGE,SELL,10357.27,0.158474,1.64
H-00691,2024-08-15T04:31:13Z,Coinbase,ETH,SELL,0.782427,2446.22,1.91
H-00692,2024-08-15T23:04:30Z,Binance,SOL,BUY,1.9888,139.874,0.28
H-00693,2024-08-16T13:24:49Z,Binance,CKB,BUY,237496.40,0.00510109,1.21
H-00694,2024-08-16T18:08:11Z,Binance,ETH,BUY,0.831193,2831.99,2.35
H-00695,2024-08-16T21:33:50Z,Binance,CKB,SELL,274160.75,0.00452274,1.24
H-00696,2024-08-17T21:24:23Z,Binance,CKB,BUY,223645.23,0.00407599,0.91
H-00697,2024-08-19T16:58:48Z,Binance,BTC,BUY,0.02841305,63690.19,1.81
H-00698,2024-08-20T12:58:18Z,Binance,DOGE,BUY,11094.71,0.167481,1.86
H-00699,2024-08-20T17:41:41Z,Binance,CKB,SELL,294767.68,0.00472983,1.39
H-00700,2024-08-21T12:35:31Z,Coinbase,ETH,BUY,0.195636,2915.29,0.57
H-00701,2024-08-22T12:57:37Z,Binance,SOL,BUY,15.2453,128.320,1.96
H-00702,2024-08-22T22:29:33Z,Coinbase,BTC,SELL,0.01156897,81512.19,0.94
H-00703,2024-08-23T09:35:16Z,Binance,CKB,BUY,34556.95,0.00473172,0.16
H-00704,2024-08-23T09:48:46Z,Binance,ETH,BUY,0.469695,2699.46,1.27
H-00705,2024-08-25T07:58:18Z,Binance,DOGE,BUY,4445.02,0.163121,0.73
H-00706,2024-08-25T22:44:58Z,Binance,BTC,SELL,0.09746541,66104.00,6.44
H-00707,2024-08-26T07:16:01Z,Binance,DOGE,BUY,4876.55,0.174578,0.85
H-00708,2024-08-26T20:47:36Z,Coinbase,BTC,BUY,0.00798465,71247.15,0.57
H-00709,2024-08-27T00:09:08Z,Binance,DOGE,BUY,10793.98,0.166263,1.79
H-00710,2024-08-27T10:09:42Z,Coinbase,CKB,SELL,75831.53,0.00503851,0.38
H-00711,2024-08-28T17:39:34Z,Coinbase,BTC,SELL,0.00128562,78866.03,0.10
H-00712,2024-08-29T00:46:18Z,Binance,SOL,BUY,10.0203,138.012,1.38
H-00713,2024-08-29T10:15:35Z,Binance,BTC,BUY,0.03277143,74805.16,2.45
H-00714,2024-08-30T18:38:15Z,Coinbase,CKB,BUY,313106.59,0.00501819,1.57
H-00715,2024-08-31T02:07:21Z,Coinbase,CKB,BUY,184012.00,0.00485701,0.89
H-00716,2024-08-31T03:53:20Z,Coinbase,ETH,BUY,0.480714,2738.70,1.32
H-00717,2024-09-02T16:43:26Z,Binance,CKB,SELL,139982.28,0.00515010,0.72
H-00718,2024-09-03T17:18:13Z,Binance,BTC,BUY,0.02777432,72812.63,2.02
H-00719,2024-09-04T03:49:03Z,Binance,DOGE,SELL,17719.60,0.183696,3.26
H-00720,2024-09-04T13:46:30Z,Binance,ETH,SELL,1.335353,2810.01,3.75
H-00721,2024-09-04T21:09:15Z,Binance,BTC,BUY,0.01224355,77771.56,0.95
H-00722,2024-09-06T06:55:56Z,Coinbase,ETH,BUY,0.872357,2418.15,2.11
H-00723,2024-09-07T04:44:36Z,Coinbase,CKB,BUY,323382.53,0.00515576,1.67
H-00724,2024-09-07T22:28:39Z,Binance,DOGE,BUY,6895.50,0.179364,1.24
H-00725,2024-09-08T04:13:11Z,Coinbase,DOGE,SELL,6428.33,0.150703,0.97
H-00726,2024-09-09T02:07:04Z,Coinbase,SOL,BUY,4.1643,120.277,0.50
H-00727,2024-09-09T23:28:02Z,Coinbase,CKB,BUY,432368.68,0.00492555,2.13
H-00728,2024-09-10T10:39:39Z,Coinbase,ETH,BUY,0.793721,2748.82,2.18
H-00729,2024-09-10T13:27:31Z,Coinbase,BTC,BUY,0.00513264,68965.38,0.35
H-00730,2024-09-10T16:45:06Z,Binance,CKB,BUY,165045.14,0.00521783,0.86
H-00731,2024-09-11T06:26:16Z,Binance,BTC,SELL,0.08462097,71292.09,6.03
H-00732,2024-09-12T02:01:13Z,Coinbase,CKB,SELL,801214.03,0.00533198,4.27
H-00733,2024-09-14T15:30:13Z,Binance,SOL,BUY,17.7190,124.089,2.20
H-00734,2024-09-16T00:12:16Z,Binance,ETH,BUY,0.428888,2866.75,1.23
H-00735,2024-09-16T07:35:55Z,Binance,BTC,BUY,0.00361058,70202.10,0.25
H-00736,2024-09-18T03:09:11Z,Coinbase,SOL,BUY,1.8726,138.006,0.26
H-00737,2024-09-18T19:37:12Z,Coinbase,BTC,BUY,0.01157621,76323.44,0.88
H-00738,2024-09-19T00:08:58Z,Binance,ETH,SELL,0.686219,2444.59,1.68
H-00739,2024-09-21T08:41:40Z,Binance,ETH,BUY,0.073888,2515.35,0.19
H-00740,2024-09-22T12:55:42Z,Binance,ETH,SELL,1.861549,2735.89,5.09
H-00741,2024-09-24T03:59:32Z,Coinbase,ETH,SELL,0.304775,2357.34,0.72
H-00742,2024-09-25T04:12:39Z,Binance,BTC,BUY,0.00417937,66141.41,0.28
H-00743,2024-09-25T15:28:02Z,Coinbase,DOGE,BUY,8952.69,0.181985,1.63
H-00744,2024-09-27T11:40:35Z,Binance,DOGE,SELL,17165.94,0.156067,2.68
H-00745,2024-09-28T10:31:07Z,Coinbase,CKB,BUY,74838.53,0.00492197,0.37
H-00746,2024-09-28T12:26:49Z,Coinbase,BTC,BUY,0.02369078,74228.18,1.76
H-00747,2024-09-29T07:28:38Z,Coinbase,CKB,BUY,152268.19,0.00443899,0.68
H-00748,2024-10-01T10:05:42Z,Coinbase,SOL,BUY,13.1463,136.471,1.79
H-00749,2024-10-02T09:10:14Z,Coinbase,CKB,SELL,480048.21,0.00482248,2.32
H-00750,2024-10-03T04:50:00Z,Coinbase,SOL,SELL,41.6050,145.684,6.06
H-00751,2024-10-03T21:27:06Z,Coinbase,DOGE,BUY,11739.25,0.171409,2.01
H-00752,2024-10-07T20:05:42Z,Coinbase,DOGE,BUY,10034.90,0.160346,1.61
H-00753,2024-10-08T12:14:24Z,Coinbase,CKB,BUY,151038.16,0.00423310,0.64
H-00754,2024-10-08T20:28:55Z,Binance,CKB,BUY,192130.50,0.00496627,0.95
H-00755,2024-10-09T04:19:48Z,Binance,BTC,BUY,0.02239816,81389.97,1.82
H-00756,2024-10-09T14:58:02Z,Coinbase,DOGE,SELL,9811.12,0.169630,1.66
H-00757,2024-10-09T15:43:16Z,Coinbase,BTC,BUY,0.02251625,78207.75,1.76
H-00758,2024-10-12T14:37:17Z,Binance,SOL,SELL,22.7649,142.180,3.24
H-00759,2024-10-13T18:43:51Z,Binance,ETH,SELL,0.498938,2885.06,1.44
H-00760,2024-10-14T00:06:43Z,Coinbase,SOL,BUY,15.0469,134.029,2.02
H-00761,2024-10-14T08:12:20Z,Coinbase,SOL,BUY,9.2863,163.618,1.52
H-00762,2024-10-14T09:47:28Z,Binance,ETH,BUY,0.097429,3044.93,0.30
H-00763,2024-10-14T15:20:55Z,Binance,BTC,SELL,0.04687464,80953.27,3.79
H-00764,2024-10-15T09:54:56Z,Binance,CKB,SELL,227159.25,0.00519300,1.18
H-00765,2024-10-15T20:54:13Z,Binance,ETH,SELL,0.592998,2736.44,1.62
H-00766,2024-10-17T19:09:38Z,Binance,SOL,SELL,43.4439,164.417,7.14
H-00767,2024-10-18T11:11:37Z,Binance,ETH,BUY,0.439017,2946.92,1.29
H-00768,2024-10-18T17:55:46Z,Coinbase,BTC,BUY,0.02995379,68237.21,2.04
H-00769,2024-10-18T19:00:45Z,Coinbase,DOGE,BUY,8967.02,0.150231,1.35
H-00770,2024-10-20T05:04:56Z,Coinbase,CKB,BUY,124732.12,0.00470295,0.59
H-00771,2024-10-20T08:09:26Z,Coinbase,ETH,BUY,0.265870,2944.06,0.78
H-00772,2024-10-22T15:14:23Z,Binance,BTC,BUY,0.01690538,87850.82,1.49
H-00773,2024-10-24T13:52:09Z,Coinbase,DOGE,SELL,22357.60,0.166102,3.71
H-00774,2024-10-25T01:24:32Z,Binance,CKB,BUY,278087.82,0.00496206,1.38
H-00775,2024-10-25T06:04:46Z,Coinbase,CKB,BUY,333204.41,0.00513133,1.71
H-00776,2024-10-25T13:22:10Z,Coinbase,DOGE,BUY,6614.16,0.144740,0.96
H-00777,2024-10-26T00:58:06Z,Coinbase,CKB,BUY,252565.30,0.00495989,1.25
H-00778,2024-10-27T01:20:48Z,Coinbase,SOL,BUY,12.3421,164.140,2.03
H-00779,2024-10-27T14:21:29Z,Coinbase,ETH,BUY,0.967351,2396.99,2.32
H-00780,2024-10-27T15:53:01Z,Coinbase,BTC,BUY,0.01882158,80154.37,1.51
H-00781,2024-10-28T08:18:42Z,Coinbase,DOGE,SELL,22036.21,0.143806,3.17
H-00782,2024-10-29T01:32:28Z,Binance,SOL,BUY,6.3039,128.537,0.81
H-00783,2024-11-01T02:07:31Z,Coinbase,BTC,BUY,0.02865776,79866.98,2.29
H-00784,2024-11-01T20:31:07Z,Coinbase,SOL,BUY,4.8254,158.316,0.76
H-00785,2024-11-03T07:05:19Z,Binance,ETH,SELL,2.219661,3052.87,6.78
H-00786,2024-11-04T00:27:27Z,Coinbase,DOGE,BUY,2689.43,0.190469,0.51
H-00787,2024-11-06T23:24:36Z,Binance,CKB,BUY,131409.04,0.00539671,0.71
H-00788,2024-11-09T00:47:04Z,Binance,ETH,BUY,0.738824,2880.67,2.13
H-00789,2024-11-09T17:08:31Z,Binance,SOL,SELL,5.8839,157.088,0.92
H-00790,2024-11-09T17:44:43Z,Coinbase,CKB,SELL,531285.09,0.00527903,2.80
H-00791,2024-11-09T22:00:59Z,Binance,CKB,BUY,184759.69,0.00482718,0.89
H-00792,2024-11-09T22:50:59Z,Coinbase,BTC,BUY,0.01876475,87821.42,1.65
H-00793,2024-11-09T23:33:37Z,Coinbase,DOGE,SELL,401.10,0.190629,0.08
H-00794,2024-11-10T11:07:27Z,Binance,CKB,BUY,352666.68,0.00541691,1.91
H-00795,2024-11-11T04:42:59Z,Binance,DOGE,SELL,998.63,0.161290,0.16
H-00796,2024-11-11T07:46:37Z,Coinbase,BTC,BUY,0.01820288,76052.31,1.38
H-00797,2024-11-11T12:07:58Z,Binance,ETH,SELL,0.094895,3011.54,0.29
H-00798,2024-11-11T21:31:14Z,Binance,DOGE,SELL,212.74,0.176690,0.04
H-00799,2024-11-11T21:37:57Z,Binance,BTC,BUY,0.00900612,82759.19,0.75
H-00800,2024-11-12T21:39:36Z,Coinbase,CKB,BUY,141424.57,0.00565320,0.80
H-00801,2024-11-13T05:19:38Z,Coinbase,SOL,BUY,2.4631,131.499,0.32
H-00802,2024-11-13T10:17:29Z,Coinbase,CKB,BUY,61070.26,0.00476726,0.29
H-00803,2024-11-13T19:47:53Z,Coinbase,ETH,BUY,0.470286,2776.07,1.31
H-00804,2024-11-15T06:11:20Z,Coinbase,ETH,BUY,0.137066,2953.40,0.40
H-00805,2024-11-15T06:17:06Z,Coinbase,ETH,BUY,0.136568,2926.65,0.40
H-00806,2024-11-15T22:11:17Z,Coinbase,BTC,BUY,0.00467416,67492.10,0.32
H-00807,2024-11-16T00:35:26Z,Binance,BTC,BUY,0.00569418,87775.23,0.50
H-00808,2024-11-16T21:07:23Z,Binance,CKB,BUY,383478.04,0.00468118,1.80
H-00809,2024-11-17T11:45:17Z,Coinbase,DOGE,BUY,10833.86,0.181083,1.96
H-00810,2024-11-18T14:24:13Z,Coinbase,BTC,BUY,0.00198303,79561.06,0.16
H-00811,2024-11-18T17:09:54Z,Binance,BTC,SELL,0.05818766,80208.33,4.67
H-00812,2024-11-19T09:07:35Z,Binance,SOL,SELL,9.6895,148.631,1.44
H-00813,2024-11-20T18:03:32Z,Coinbase,ETH,BUY,0.838783,2889.49,2.42
H-00814,2024-11-24T17:46:00Z,Coinbase,CKB,SELL,2266153.40,0.00566999,12.85
H-00815,2024-11-25T01:38:50Z,Binance,ETH,BUY,0.237224,2545.14,0.60
H-00816,2024-11-26T00:44:52Z,Coinbase,CKB,BUY,410510.26,0.00490350,2.01
H-00817,2024-11-26T19:45:21Z,Binance,CKB,BUY,411575.30,0.00512783,2.11
H-00818,2024-11-27T11:58:41Z,Coinbase,BTC,BUY,0.01251753,75385.39,0.94
H-00819,2024-12-03T02:08:23Z,Binance,BTC,BUY,0.02320141,72691.59,1.69
H-00820,2024-12-03T22:48:21Z,Coinbase,DOGE,BUY,2008.19,0.158988,0.32
H-00821,2024-12-05T14:13:34Z,Binance,BTC,SELL,0.02830917,79051.88,2.24
H-00822,2024-12-05T19:57:57Z,Binance,BTC,SELL,0.07401859,89438.51,6.62
H-00823,2024-12-05T20:42:27Z,Binance,BTC,BUY,0.02195197,70526.55,1.55
H-00824,2024-12-07T04:20:57Z,Coinbase,ETH,BUY,0.729845,2818.51,2.06
H-00825,2024-12-08T08:34:27Z,Coinbase,SOL,BUY,13.2698,132.452,1.76
H-00826,2024-12-08T11:15:08Z,Binance,ETH,SELL,3.193701,3114.12,9.95
H-00827,2024-12-09T11:43:18Z,Binance,CKB,SELL,321429.62,0.00461908,1.48
H-00828,2024-12-09T23:53:18Z,Binance,BTC,SELL,0.04907759,87020.08,4.27
H-00829,2024-12-10T19:30:39Z,Coinbase,BTC,BUY,0.03408835,68246.83,2.33
H-00830,2024-12-11T10:43:48Z,Binance,CKB,BUY,370044.55,0.00543655,2.01
H-00831,2024-12-11T20:08:19Z,Coinbase,ETH,BUY,0.304505,2583.64,0.79
H-00832,2024-12-11T21:05:24Z,Binance,CKB,BUY,118232.93,0.00473802,0.56
H-00833,2024-12-13T01:56:31Z,Coinbase,CKB,BUY,67100.24,0.00531816,0.36
H-00834,2024-12-13T11:27:22Z,Coinbase,SOL,SELL,13.9043,146.431,2.04
H-00835,2024-12-13T23:51:56Z,Binance,DOGE,BUY,7104.26,0.174671,1.24
H-00836,2024-12-14T04:30:26Z,Coinbase,SOL,SELL,5.4055,130.040,0.70
H-00837,2024-12-14T21:22:35Z,Coinbase,ETH,SELL,0.062361,2604.67,0.16
H-00838,2024-12-16T02:34:25Z,Binance,SOL,BUY,14.3989,155.685,2.24
H-00839,2024-12-16T06:36:18Z,Coinbase,BTC,BUY,0.00621085,90701.83,0.56
H-00840,2024-12-16T10:48:33Z,Coinbase,DOGE,BUY,14583.84,0.154516,2.25
H-00841,2024-12-18T05:50:37Z,Binance,CKB,SELL,277806.67,0.00470016,1.31
H-00842,2024-12-18T20:44:17Z,Coinbase,ETH,SELL,0.081238,3117.83,0.25
H-00843,2024-12-19T02:01:04Z,Coinbase,BTC,BUY,0.00544639,90080.15,0.49
H-00844,2024-12-19T05:10:00Z,Coinbase,ETH,BUY,0.167295,2812.70,0.47
H-00845,2024-12-21T19:34:46Z,Binance,SOL,BUY,3.2622,137.620,0.45
H-00846,2024-12-22T06:50:49Z,Binance,SOL,BUY,15.9725,134.693,2.15
H-00847,2024-12-22T08:12:51Z,Binance,SOL,SELL,21.8763,138.480,3.03
H-00848,2024-12-22T08:44:19Z,Binance,DOGE,SELL,12270.45,0.200230,2.46
H-00849,2024-12-23T08:17:43Z,Binance,DOGE,SELL,12515.43,0.174225,2.18
H-00850,2024-12-24T04:24:21Z,Binance,SOL,BUY,4.5319,148.427,0.67
H-00851,2024-12-24T18:59:43Z,Binance,DOGE,SELL,5050.68,0.196837,0.99
H-00852,2024-12-24T23:39:46Z,Binance,CKB,BUY,243366.20,0.00524429,1.28
H-00853,2024-12-25T06:22:22Z,Coinbase,CKB,BUY,66529.93,0.00518962,0.35
H-00854,2024-12-25T08:19:13Z,Binance,ETH,BUY,0.324619,2603.38,0.85
H-00855,2024-12-25T09:59:28Z,Binance,BTC,BUY,0.01075402,80562.03,0.87
H-00856,2024-12-25T14:38:20Z,Binance,CKB,BUY,92526.95,0.00514192,0.48
H-00857,2024-12-27T21:06:38Z,Coinbase,SOL,SELL,6.0273,157.650,0.95
H-00858,2024-12-29T02:48:20Z,Binance,DOGE,SELL,2142.13,0.151715,0.32
H-00859,2024-12-29T15:00:13Z,Coinbase,BTC,BUY,0.01114116,84271.53,0.94
H-00860,2024-12-30T11:14:28Z,Coinbase,BTC,BUY,0.01403736,71889.49,1.01
H-00861,2024-12-30T13:46:45Z,Coinbase,SOL,SELL,2.9510,137.378,0.41
H-00862,2024-12-31T02:24:09Z,Binance,ETH,BUY,0.563206,2974.47,1.68
H-00863,2024-12-31T11:26:59Z,Coinbase,ETH,BUY,0.812402,2782.05,2.26
H-00864,2025-01-01T22:59:10Z,Binance,SOL,BUY,7.7667,132.117,1.03
H-00865,2025-01-03T19:28:50Z,Coinbase,CKB,BUY,313267.24,0.00556721,1.74
H-00866,2025-01-04T11:23:46Z,Binance,CKB,BUY,373773.65,0.00543049,2.03
H-00867,2025-01-04T12:00:58Z,Binance,ETH,SELL,0.495314,3296.88,1.63
H-00868,2025-01-04T14:10:29Z,Binance,BTC,SELL,0.02496613,73508.29,1.84
H-00869,2025-01-05T10:36:09Z,Coinbase,SOL,BUY,11.7613,149.103,1.75
H-00870,2025-01-05T11:04:41Z,Binance,SOL,SELL,3.4593,149.270,0.52
H-00871,2025-01-05T21:11:13Z,Coinbase,DOGE,SELL,954.83,0.185275,0.18
H-00872,2025-01-06T12:05:31Z,Binance,CKB,BUY,93127.65,0.00494045,0.46
H-00873,2025-01-10T22:14:44Z,Coinbase,SOL,SELL,4.8246,141.021,0.68
H-00874,2025-01-11T02:10:40Z,Binance,CKB,SELL,374791.37,0.00598951,2.24
H-00875,2025-01-11T05:50:15Z,Binance,ETH,BUY,0.159399,2664.74,0.42
H-00876,2025-01-11T16:49:57Z,Binance,CKB,BUY,119285.91,0.00489217,0.58
H-00877,2025-01-12T12:55:29Z,Binance,SOL,BUY,2.8298,175.869,0.50
H-00878,2025-01-12T16:05:08Z,Coinbase,DOGE,BUY,13774.94,0.167915,2.31
H-00879,2025-01-13T03:22:31Z,Coinbase,ETH,SELL,0.631431,3369.78,2.13
H-00880,2025-01-13T22:32:49Z,Binance,SOL,BUY,5.4398,152.780,0.83
H-00881,2025-01-14T21:04:33Z,Coinbase,DOGE,SELL,16448.53,0.191124,3.14
H-00882,2025-01-15T08:53:15Z,Coinbase,BTC,SELL,0.05128933,73523.81,3.77
